Username,Content,Created at
diIepehin,lo udah full niat lanjut kuliahnya nyokap udh acc kampus udah nemu tapi omicron naik nih ptm banyak yg distop trus cemana pula anjir,2022-01-06 14:32:51+00:00
lovingchonloadc,allo gengss gimanaa kabarnya nihh  huhu sedih banget gasi udah seneng ptm tiba pjj gegara omicron lagi naikk bngtt,2022-01-06 14:07:27+00:00
_kiimseokjin,omicron lagi naik bisa bisanya lu ptm anzeng kena mental,2022-01-06 13:55:39+00:00
dokyurii,omicron musnah kek lo ajg gue belum pernah ngerasain ptm  loh dan besok udah mulai full pjj lagi,2022-01-06 13:00:35+00:00
a4our_,news aromanya seh gak jadi ini tandatandanya omicron naik belum test sdh dapat hasil positif ptm tetap aktif ,2022-01-06 12:54:48+00:00
GreyIsCloud,poor  omicron emng sucks kalo adekku seminggu cuma  ptm jdi kupikir dikurangi aja tapi mending gitu aja daripada makin nyebar dan makin parah,2022-01-06 12:49:13+00:00
inthestarstnght,harusnya ptm tapi gegara omicron jadinya pjj,2022-01-06 12:02:26+00:00
tvOneNews,omicron melonjak mui imbau umat bijak omicron mengganas ptm terbatas jalan terus saksikan beritanya di apa kabar indonesia malam bersama putri viola jam  wib hanya di tvone amp live streaming di,2022-01-06 11:44:19+00:00
4jengdisinii,enggaa aku udah bulan lalu itu ptm karena omicron di dom ku mulai meluas akhirnya daring deh,2022-01-06 11:37:57+00:00
dububf,oalaaah ohiyaya sekarang udah ga ptm lagi garagara omicron,2022-01-06 11:16:22+00:00
jeyya67972898,ptm blm  uda pjj lagi ,2022-01-06 11:10:10+00:00
6undul0h,nah jd lagi terima telp dari menkes terkait update omicron kira langkah apa yg dibutuhkan selanjutnya misal thn jgn jalan dl ptm masih lanjut apalagi ya ,2022-01-06 10:58:08+00:00
tonimalakian,polemik ptm pembelajaran tatap muka untuk,2022-01-06 10:09:37+00:00
GodrilSolo,ptm ditunda lg sampai omicron berlalu yakin hawong omicron pergi ya nanti ada yg baru sdh suratan semesta virus akan bermutasi terus sepanjang segala abad ayo belajar mengenali virus penyebab covid belajarnya ke virolog yg meneliti virusnya agar tahu cara menghadapinya,2022-01-06 10:00:10+00:00
azzahra_elvin,pemerintah kota semarang menghentikan ptm untuk mengantisipasi lonjakan kasus omicron,2022-01-06 09:43:04+00:00
BayuSuryo18,pemerintah kota semarang menghentikan ptm untuk mengantisipasi lonjakan kasus omicron,2022-01-06 09:40:33+00:00
NugrohoChandika,lagi evaluasi pembelajaran tatap muka ya bu jengkol durian vernon tni ad kuat disegani indonesia kita tangguh prabowo yakin kita hebat laps sjk prabowo perkuat tni kita,2022-01-06 09:38:03+00:00
HumasGede,cek sebelum anak berangkat sekolah pembelajaran tatap muka sudah berlangsung cegah dengan prokes,2022-01-06 09:35:29+00:00
kupastuntasnew,pembelajaran tatap muka ptm di sekolah di lampung selatan lamsel masuk bagi seluruh jenjang pendidikan,2022-01-06 09:32:55+00:00
4_gp2024,permintaan ganjar terhadap pelaksanaan pembelajaran tatap muka,2022-01-06 09:30:16+00:00
jpnncom,kasus covid melonjak mulai besok sekolah di bandung ptm persen ,2022-01-06 07:58:11+00:00
nxjmhoonie,gak tau pas ada berita omicron sekolah ak baru ptm,2022-01-06 07:39:50+00:00
haldabuc,samaa aku jugaa takutnya masih ptm  pas omicron gini,2022-01-06 07:28:30+00:00
haldabuc,garagara omicron yaa sekolahku malah gada info lagi takutnyamasih ptm  takut,2022-01-06 07:27:38+00:00
IDNTimesJabar,kasus omicron di banyak daerah mulai meningkat,2022-01-06 07:13:02+00:00
urlittlefenrir,alasan gak mau ptm karena omicron tapi recapnya jalan semua eh,2022-01-06 07:06:56+00:00
ncelsstudie,minggu kemarin uda offline tiap harii sempet  juga hsusbsh tpi mingdep di ubah lagi gegara omicron hsbshbsus jdi selang seling ptm trs pjj,2022-01-06 06:55:57+00:00
bunyikodoq,jujur si gue lebih dukung ptm tpi buat kondisi skrg ya mau gmn lagi kita kan juga hrs ikhtiar buat mutus rantai penyebaran omicron nya jadi ya manut aja deh dulu,2022-01-06 06:29:10+00:00
nxjmhoonie,omg iri ak mlh ptm pas omicron,2022-01-06 05:21:49+00:00
nxjmhoonie,wkwk smaa malahan sklh ak bru ptm  pas puncak omicron,2022-01-06 05:21:15+00:00
DewiMadame,bung anies tutup dulu ptm udah gawat darurat sebentar lagi tsunami omicron ,2022-01-06 05:06:00+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm ,2022-01-06 04:45:30+00:00
4_gp2024,ganjar meminta pembelajaran tatap muka dievaluasi ditiadakan,2022-01-08 08:10:48+00:00
Humas74567305,sebelum anak berangkat sekolah pembelajaran tatap muka harus taat dengan prokes,2022-01-08 08:08:26+00:00
IDNNews_id,prokes ketat pembelajaran tatap muka sd dan smp di batam tetapberlangsung,2022-01-08 08:00:59+00:00
mayangkaranews, sma dan smk di blitar kembali menerapkan pembelajaran tatap muka atau ptm persen karena kota blitar berstatus level penularan covid,2022-01-08 07:49:25+00:00
redaksisuma,pemerintah kota palembang sumatera selatan memutuskan penerapan sistem pembelajaran tatap muka ptm untuk siswa sd dan smp di kota itu hanya berlangsung secara terbatas selama dua hari dalam sepekan,2022-01-08 07:29:21+00:00
humassekms,takut ah masuk pembelajaran tatap muka,2022-01-08 07:27:10+00:00
Bawaslu_malang, mengisi surat pernyataan kesediaan mengikuti pelatihan sampai selesai fasilitas  materi perlatihan dalam bentuk file pdf dan sertifikat pelatihan masa pembelajaran  pembelajaran tatap muka selama kali pertemuan di kantor bawaslu kota malang,2022-01-08 07:21:42+00:00
tvrisumbar,vaksinasi menjadi syarat pembelajaran tatap muka siswa dan pelajar di kota padang sementara itu pkl jembatan siti nurbaya menolak dipindahkan saksikan informasi selengkapnya dalam sumatera barat hari ini pukul  wib hanya di tvri,2022-01-08 07:11:09+00:00
LaikoLegend,ppkm kembali diperpanjang disejumlah wilayah dan atura untuk ptm agar menekan penyebara kasus omicron taat protokol kesehatan,2022-01-06 03:37:19+00:00
firman__nurhuda,halo  apakah ada pertimbangan ptm disaat lonjakan kasus covid disebabkan transmisi lokal dan omicron kalau bisa menurut saya  ptm diubah pjj aja disemua daerah karena ini bukan virus biasa walaupun udh divaksin fn,2022-01-06 02:56:12+00:00
_riverheaven,drama dki perihal ptm dki seperti biasa penyumbang lonjakan tertinggi kasus kenaikan omicron daerah lain saja berani ambil langkah hentikan ptm  dki kok menyemenye gubernurnya ambil kebijakan untuk melindungi warga kok ragu,2022-01-06 02:26:23+00:00
aznurro,daily casenya udah tembus dua digit positivity ratenya pun dg jumlah yg test makin banyak udah di an tapi kayanya standard yg dipake utk ambil kebijakan antara omicron dan delta beda ptm beberapa masih jalan ppkm jakarta juga masih di level ,2022-01-06 02:14:38+00:00
ddgunone,ppkm untuk menekan penyebaran covid varian omicron ppkm kembali diperpanjang ini aturan ptm terbatas di sekolah taat protokol kesehatan,2022-01-06 02:06:00+00:00
_rakyatmerdeka,top news koran rakyat merdeka pns diminta wfh anak sekolah tetap ptm netizen pusing,2022-01-06 01:40:00+00:00
sahiloplop,dari pertama ptm  tadinya minggu ini mau  batal gegara omicron  yh skrg rumor bakal pjj lagii ,2022-01-06 01:21:52+00:00
hhiddlxstxn,ptm krn pas pjj kmarin guru gw yg bener niat ngasi materi cuma guru mapel sejarah wajibminat mtk bing bjawa sama kimia drpd malah jd ga blajar ya mending ptm krn ada omicron ya  aja gapapa yg penting dapet materi secara langsung,2022-01-06 01:13:39+00:00
kupingsapi,ptm setidaknya pengetahuan gua jauh lebih baik dan lebih mudeng daripada pjj walaupun gua tetep ptm tapi ya kalo omicron tetep merajalela ya sama aja tapi ya tetep takut lebih males lagi daripada pas ptm,2022-01-06 01:10:36+00:00
hikariorei,kalau omicron lagi parah gue tim pjj udah kapok gue positif  word tahun kemarin ga mau kena lagi wkwk tapi kalau lebih suka mana gue jelas pilih ptm,2022-01-06 00:57:57+00:00
matchaaksara,lah kan pernyataannya ga ada bahas ttg kasus omicron sekarang kan sekedar nanya suka yang mana aku yg miskin dan kesusahan saat pjj ini lbih milih ptm si,2022-01-06 00:44:46+00:00
belieberuns,ini sekolahku udh tau omicron lg naik kok tetep aja ptm  mana besok upacara hdh,2022-01-06 00:43:47+00:00
ahjuisy,ptm  setelah omicron turun ga usah aneh aneh sampe  deh,2022-01-06 00:41:21+00:00
cianjurekspres,target pemerintah kabupaten cianjur menyelesaikan persen vaksinasi covid bagi anak usia  tahun pada akhir februari tampaknya akan sulit tercapai pasca pemberhentian sementara pembelajaran tatap muka ptm,2022-01-11 05:47:39+00:00
UNSfess_,emang ada kabar tatap muka ya soalnya aku taunya pembelajaran teori online yg offline tu praktikum sempro sidang dll tapi takut sih juga kalau tatap muka,2022-01-11 05:40:39+00:00
kumparan,wali kota tanjungpinang rahma menyebutkan penutupan sementara pembelajaran tatap muka ini sampai akhir februari dan akan kembali dievaluasi ke depannya,2022-01-11 03:59:07+00:00
lampungpostid,aktivitas pembelajaran tatap muka di kabupaten lampung timur dihentikan sementara,2022-01-11 03:26:59+00:00
rrennrere,lebih tepatnya takut pembelajaran tatap muka ,2022-01-11 03:25:26+00:00
bontang_post,inisiatif mengubah skema pembelajaran tatap muka ptm terbatas dari kapasitas menjadi persen,2022-01-11 03:00:38+00:00
TribunMataraman,jumlah murid yang positif covid di sman kota blitar bertambah dua orangkarena itu pembelajaran tatap muka dihentikan sementara selama pekan,2022-01-11 02:44:27+00:00
RancakB94502819,pemerintah evaluasi aturan pembelajaran tatap muka prokes jangan kendor,2022-01-11 02:15:34+00:00
republikaonline,pembelajaran tatap muka diharapkan kembali digelar pada maret mendatang,2022-01-11 01:06:02+00:00
PowerUpil,kemdikbud kemarin anak saya demam dan kena flu trus tidak masuk sekolah krn takut kena omicrontapi pak gurunya marah karena anak saya tdk bisa mengikuti kegiatan ijin bertanya dong ttg pelaksanaan pembelajaran tatap muka,2022-01-11 00:30:53+00:00
pendimklp,babinsa dampingi swab antigen antisipasi agar tidak muncul kluster pembelajaran tatap muka ptm khususnya di klaster sekolahan di wilayah kalurahan tanjungharjo kapnanggulan dilakukan swab antigen secara acak bagi para siswa siswa siswi sd negeri tanjungharjo kamis ,2022-01-11 00:25:47+00:00
iamgepe,acehkini berbeda dengan kampus universitas syiah kuala usk banda aceh yang telah memberlakukan kembali kuliah online kampus universitas teuku umar utu aceh barat masih tetap menjalankan pembelajaran tatap muka ptm bagi para mahasiswa kebijaka,2022-01-10 15:49:45+00:00
jpnncom,wakil ketua dpr ri sufmi dasco ahmad meminta pemerintah terus memantau penularan covid di masyarakat ketika hendak memutuskan kebijakan tentang pembelajaran tatap muka ptm,2022-01-10 15:37:03+00:00
kompascom,jadi ada yang terpapar berdasarkan swab antigen karena pembelajaran tatap muka saat ini orang sementara menjalani isolasi mandiri kata anies,2022-01-10 15:21:09+00:00
acehkini,berbeda dengan kampus universitas syiah kuala usk banda aceh yang telah memberlakukan kembali kuliah online kampus universitas teuku umar utu aceh barat masih tetap menjalankan pembelajaran tatap muka ptm bagi para mahasiswa kebijakan ini karena belum ada kasus ba,2022-01-10 14:58:13+00:00
adbsyk,covid menyebar pembelajaran tatap muka di sman mejayan dihentikan,2022-01-10 14:36:49+00:00
JurnalKlp,antisipasi agar tidak muncul kluster pembelajaran tatap muka ptm khususnya di sekolahan wilayah kalurahan tanjungharjo kapanewon nanggulan dilakukan swab antigen secara acak bagi siswa sd negeri tanjungharjo kamis ,2022-01-10 13:37:41+00:00
ubbbakk,gamau kuliah pembelajaran tatap muka wehhhhh takut,2022-01-10 12:53:05+00:00
ditlantas_gtlo,ditlantas polda gorontalo dan biddokkes polda gorontalo terus mendorong vaksinasi pada anak usia  tahun terlebih saat ini sedang berlangsung pembelajaran tatap muka ptm  ditengahtengah keadaan kasus covid varians omikron sedang meningkat membuat masyarakat takut serta kawatir,2022-01-10 12:33:57+00:00
produktifkuy,pengalaman sekali pembelajaran tatap muka tapi kok ngeri takut yah guys,2022-01-10 12:11:19+00:00
produktifkuy, hilangkan rasa ragu untuk bertanya dan berdiskusi dalam kelas pembelajaran secara tatap muka ini dapat menjadi kesempatan kamu untuk berdiskusi secara langsung dengan teman belajar ataupun guru kamu cont,2022-01-10 12:11:17+00:00
hyemhyemuw,pada bulan pertama kegiatan pembelajaran tatap muka berlangsung baik,2022-01-10 11:28:11+00:00
tvOneNews,siswa positif covid pembelajaran tatap muka di dua sd di garut dihentikan,2022-01-10 11:20:06+00:00
tugumalang_id,tips agar anak semangat belajar saat pembelajaran tatap muka,2022-01-10 10:50:21+00:00
mediaindonesia,akibat dua tenaga pengajar dan seorang siswa terpapar covid pembelajaran tatap muka di sman  kebon handil kecamatan jelutung kota jambi semenjak rabu  dihentikan sementara,2022-01-10 10:48:36+00:00
detikcom,wakil ketua dpr sufmi dasco ahmad meminta pemerintah menevaluasi pembelajaran tatap muka ptm di tengah melonjaknya kasus covid saat ini dasco juga meminta pembelajaran jarak jauh pjj dilakukan di daerah yang statusnya ppkm level ,2022-01-10 10:45:20+00:00
terkinidotid,siswa dan guru positif covid ptm dihentikan di smpn makassar pemerintah kota makassar menghentikan sementara selama hari kegiatan pembelajaran tatap muka atau ptm di smpn  penghentian dilakukan setelah,2022-01-10 10:40:03+00:00
smartfm_mks,sekolahdi makassar terpaksa tutup sementara menyusul sejumlah pelajar dan guru terpaparcovidsetelah menerapkan pembelajaran tatap muka ptm kepala dinas pendidikan muhyiddin mengatakan sekolah yang tutup smp negeri makassar selengkapnya di,2022-01-10 10:34:37+00:00
voidotid,bila orang tua mengizinkan anak untuk mengikuti ptm agar diantar langsung ke sekolah namun jika tidak berkenan ptm bisa mengikuti pembelajaran jarak jauh pjj,2022-01-10 10:17:35+00:00
voidotid,smp negeri makassar sulawesi selatan menghentikan pembelajaran tatap muka ptm menyusul delapan orang guru dan siswa terpapar covid,2022-01-10 10:13:46+00:00
lampostco,dinas pendidikan dan kebudayaan disdikbud kota metro akan memberikan sanksi administrasi kepada sekolah yang tetap menggelar pembelajaran tatap muka ptm,2022-01-10 10:10:50+00:00
kumparan,penghentian sementara pembelajaran tatap muka di madrasah aliyah negeri man itu berlangsung sampai februari ,2022-01-10 10:08:04+00:00
tugumalang_id,sekolah di kota batu kembali jalani pembelajaran tatap muka persen,2022-01-10 10:03:17+00:00
azharamin312,peserta didik di pekanbaru reaktif covid karena pembelajaran tatap muka penduduk sekolah ketakutan  cakaplah  berpikir berbuat bercakap,2022-01-10 09:42:18+00:00
antarajatimcom,dinas pendidikan jawa timur memberi kewenangan kepada satgas covid di daerah untuk melakukan evaluasi pelaksanaan pembelajaran tatap muka ptm terbatas di jenjang smasmk,2022-01-10 09:20:42+00:00
MgPolsek,kanit binmas kanit samapta kanit prov dan bhabinkamtibmas brontokusuman melaksanakan giat pendampingan dan pengecekan tatap muka pembelajaran siswa sd muhammadiyah karang kajen kamis ,2022-01-10 08:51:56+00:00
sugarrrlemo0n,males pake banget pembelajaran tatap muka soalnya aku tuh takut hhuhuhu,2022-01-10 08:24:34+00:00
himaska_unri,perkuliahan semester genap   diadakan secara pembelajaran tatap muka terbatas dengan cara tatap muka langsung offline,2022-01-10 07:58:30+00:00
MNCPeduli,kegiatan ini diselenggarakan sebagai upaya membantu pemerintah dalam menekan penyebaran covid di lingkungan sekolah agar anakanak bisa maksimal melaksanakan pembelajaran tatap muka ptm ,2022-01-10 07:11:15+00:00
MNCPeduli,percepatan vaksinasi sangat perlu dilakukan dalam membantu pembentukan herd immunity pada masyarakat umum dan juga anak usia sekolah yang tengah melaksanakan pembelajaran tatap muka ptm ,2022-01-10 07:11:11+00:00
BantenNews_coid,komisi  dprd banten menganjurkan menghentikan pembelajaran tatap muka,2022-01-10 07:02:08+00:00
HaluanRiau_,walikota pekanbaru pastikan pembelajaran tatap muka berlanjut meski terdapat kasus positif,2022-01-10 06:22:04+00:00
suarapakar,enam sekolah di kota medan sumatera utara ditutup selama hari setelah ditemukan sejumlah pelajar dan guruguru terpapar covid saat menerapkan pembelajaran tatap muka,2022-01-10 06:20:50+00:00
pasuruaninfo_,hingga kemarin  sudah ada sekolah dan ponpes yang terpaksa menghentikan pembelajaran tatap muka ptm selengkapnya,2022-01-10 06:11:35+00:00
berita_papuaID,pemerintah kota jayapura memutuskan untuk memberhentikan sementara pembelajaran tatap muka ptm simak berita selengkapnya di website kami,2022-01-10 06:01:41+00:00
VRizqulah,the end of pembelajaran tatap muka tamat,2022-01-10 05:58:56+00:00
Malikfajarr90,cukup pembelajaran tatap muka aja yang berhentimasalah berhenti untuk menatapmu itu yang sulit untuk dijalani,2022-01-10 05:57:39+00:00
JurnalKlp,babinsa karangsewu koramil galur kodim klp sertu agus aryanto bersama bhabinkamtibmas monitoring dan pendampingan kegiatan surveilans perilaku dan surveilans resiko pembelajaran tatap muka  ptm  sekolah bertempat di mts darul ulum muhammadiyah galur rabu ,2022-01-10 05:48:05+00:00
detikcom,digitalisasi di dunia pendidikan tak cuma penting saat pendidikan jarak jauh tapi bakal berguna dalam pembelajaran tatap muka yang disambut positif masyarakat,2022-01-10 05:07:44+00:00
Genpi_Co,pemerintah kota madiun masih memberlakukan pembelajaran tatap muka ptm secara terbatas imbas dari penularan covid di lingkungan sekolah,2022-01-10 04:46:03+00:00
metrojambi,sekolah di sungaipenuh masih gelar pembelajaran tatap muka persen   berita jambi digital,2022-01-10 04:45:59+00:00
beritaKBR,mendikbud ristek nadiem mengklaim kurikulum darurat efektif atasi learning loss karena pandemi bgmn pandangan kpai terkait kurikulum ini apa yang mesti dilakukan secara tatap muka agar pembelajaran optimal,2022-01-10 04:38:57+00:00
beritaKBR,pro kontra pembelajaran tatap muka ptm di tengah pandemi pemerintah lalu menawarkan opsi kurikulum utk membantu pemulihan pembelajaran dan memberikan kemerdekaan kembali kepada guru,2022-01-10 04:33:08+00:00
antarajatimcom,pemerintah kota madiun masih memberlakukan pembelajaran tatap muka ptm terbatas untuk para siswa tingkat sd dan smp di wilayahnya,2022-01-10 03:58:31+00:00
cianjurekspres,ketua dewan pendidikan kabupaten cianjur moch ginanjar mempertanyakan surat dari koordinator pendidikan kordik terkait tentang penghentian pembelajaran tatap muka ptm,2022-01-10 03:56:29+00:00
tvOneNews,guru sd positif covid kegiatan pembelajaran tatap muka dihentikan,2022-01-10 03:52:06+00:00
pendimklp,serius bukannya males masuk tapi takut aja pembelejaran tatap muka,2022-01-10 03:46:14+00:00
_nalar,munfess lucu banget raje cvnya ayo temenan kalau culinary student sekarang belajarnya dari rumah juga kah atau kalian tetap pembelajaran tatap muka ptm kalo aku sih takut,2022-01-10 03:40:57+00:00
tempodotco,idai menyebut kasus covid pada anak naik kali lipat setelah pemerintah menerapkan kembali pembelajaran tatap muka ptm persen di sekolah pada awal januari lalu,2022-01-10 03:10:29+00:00
